job_category,url,job_title,company,location,date_posted,skills,salary,job_description,requirements,company_field
data_analyst,https://www.vietnamworks.com/head-of-data-architecture-and-governance-department-1990932-jv?source=searchResults&searchType=2&placement=1991282&sortBy=relevance,Head Of Data Architecture & Governance Department,FE CREDIT,"Tầng 2, Tòa nhà REE Tower, Số 9 Đoạn Văn Bò, Phường 12, Quận 4, Tp.HCM",09/12/2025,"Analytical Skills, Data Management, Data Quality Assessment, SQL",Thương lượng,"Mô tả công việc
OBJECTIVES
I. Data Governance:
Leverage quality of data as an asset to our organisation :-
i. Data Policies: Manage a library of Data related policies (SBV & Internal) & guidelines.
Ensuring adherence to policy / guidelines is the responsibility of a Line managers & Audit.
(Alignment with Group Model ie. EDA DG Team; & Local interpretation on how these policies will apply to the organisation)
ii. Data Glossary: Data that are sourced / transformed-derived / stored & delivered in Data Warehouse (& Data Marts), manage a single / robust set of Business Glossary.
(Alignment with Group Model, apply a common set of tools that is robust & easy access by Business)
iii. Data Quality (DQ): Ensure profiling, monitoring and remediation of data to meet quality targets. Master tools to ensure end-to-end traceability & monitoring of remediation responsibility at source (ie. by who & when). Report on Status showing DQ trend & highlight areas where improvements is essential.
(Alignment with Group Model to managing Data Committee, Data Stewards & Status reports).
II. Data Architecture (Governance)….secondary function<ins>
In collaboration with IT Architect, ensure adherence to Company policies over the Governance over Data that is under the custodian of BIC.
KEY RESPONSIBILITIES",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/unit-head-of-data-science-1985737-jv?source=searchResults&searchType=2&placement=1986087&sortBy=relevance,Unit Head of Data Science,FE CREDIT,"Tầng 2, Tò nhà REE Tower, Số 9 Đoàn Văn Bơ, Phường 13, Quận 4, TP. HCM",25/11/2025,"Kế Hoạch Kinh Doanh, Kỹ năng giao tiếp, Kỹ năng giao tiếp, Xây Dựng Mô Hình, Xử Lý Dữ Liệu, Kiến Thức Vững Chắc Trong Khoa Học Dữ Liệu",Thương lượng,"Mô tả công việc
OBJECTIVES
Lead and manage Data Science Unit to take advantage of data to efficiently contribute to Business via analytics, predictive modelling and others advanced data mining.
KEY RESPONSIBILITIES
Support Business Intelligence Center Director in annual planning/budgeting for the department
Provide action plan to implement aligned with the overall strategy and agenda of BIC in term of data science
Supervise and manage team members in focusing on dealing with problems, enhancing technical skillset and business proficiency
Build up strategy for a strong and qualified workforce of Data Science Unit
Transform and frame business problems to data science problems
Prepare data for analyzing and modelling
Operate and supervise operation of production predictive models
Develop models and mining data for insights
Evaluate models and perform additional analytics to explain/prove statements
Support to resolve other tasks ordered by Business units
Undertake other tasks assigned by Business Intelligence Center Director",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/senior-data-engineer-1980947-jv?source=searchResults&searchType=2&placement=1981297&sortBy=relevance,Senior Data Engineer,CÔNG TY TNHH CÔNG NGHỆ CODERPUSH,"3D Phố Duy Tân, Dịch Vọng Hậu, Cầu Giấy, Hanoi, Vietnam",16/12/2025,"Communication, Data Modeling, Project Management, SQL, Stakeholder Management","$ 1,500-3,000 /tháng","Mô tả công việc
Role overview
You will be a core member of a forward-deployed engagement team that onboards enterprise customers (often highly regulated, high-maturity organizations such as banks) to an AI Data Analyst SaaS platform. Your primary responsibility is to design and implement robust data models and connections so the AI Data Analyst can reliably compute business metrics and answer analytical questions. This is a high-touch role combining deep technical data modeling and engineering with stakeholder management, requirements gathering, testing/validation, risk mitigation, and project delivery.
What you’ll do — key responsibilities
• Customer liaison & discovery
• Lead discovery sessions with technical and non-technical stakeholders to understand source systems, data lineage, business definitions, and reporting needs.
• Map business KPIs/metrics to available data and identify gaps or remediation required.
• Data modeling & metric engineering
• Design logical and physical data models (facts, dimensions, hierarchies, slowly changing dimensions) that reflect customer business semantics and support the AI Data Analyst’s metric definitions.
• Define canonical metric specifications (metric definition, calculation SQL/DSL, cohort logic, edge cases).
• Platform integration
• Implement data connections, ingestion pipelines, and schema mappings into the SaaS platform (or customer’s cloud data layer) ensuring freshness, reliability, and observability.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/senior-data-engineer-up-to-55mil-vnd-1991058-jv?source=searchResults&searchType=2&placement=1991408&sortBy=relevance,Senior Data Engineer (Up to 55Mil VND),Công Ty TNHH LOTTE C&F Vietnam,"Unit 3, Floor 11, Bitexco Financial Tower, 2 Hai Trieu Street, Sai Gon Ward, HCMC",09/12/2025,"Apache Airflow, Apache Airflow, Apache Airflow, Cloud Platforms, Oracle, Python, SQL",Tới 55tr ₫/tháng,"Mô tả công việc
We are looking for a highly skilled and proactive Senior Data Engineer to lead the design and development of our data foundation. This role is critical in building robust data pipelines, managing databases, enabling scalable data structure, and ensuring high data quality and observability at companywide. You’ll work with stakeholders across engineering, analytics, and operations to unlock the full value of data across the organization.

Key Responsibilities
• Design, develop, and maintain data pipelines (batch and streaming) using tools such as Kafka, AWS Glue, DBT, or Airflow.
• Build and manage data warehouse / data mart for BI, reporting, and advanced analytics.
• Collaborate with software teams to ensure integration seamlessly with data systems.
• Implement data quality frameworks (validation, deduplication, lineage tracking).
• Support CDP integration.
• Monitor and administer production databases (Oracle, PostgreSQL, MySQL). Acting as the first line of defense for any database-related issues, diagnosing the root cause of problems, and implementing effective solutions to minimize downtime.
• Ensure high availability (HA), backup/restore, replication, and disaster recovery strategies are in place.
• Automate DB operational tasks.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/ai-engineer-1984633-jv?source=searchResults&searchType=2&placement=1984983&sortBy=relevance,AI Engineer,Công Ty Cổ Phần Giáo Dục American Study,"Tòa nhà Yên Hòa Sunshine, số 9 Vũ Phạm Hàm, Cầu Giấy, Hà Nội",21/11/2025,"Unity, AI, AI Engineer, AI/ ML/ DL, Python & C/C+ Programming Language, AI, AI Engineer, AI Engineer",Tới 25tr ₫/tháng,"Mô tả công việc
PHÒNG: Công Nghệ KiTE
Vị trí : AI Engineer
Địa điểm làm việc: VP HN

Mô tả công việc:
- Tham gia phát triển và xây dựng các sản phẩm AI phục vụ học sinh (chatbot học tập, phân tích dữ liệu, gợi ý lộ trình học).
- Nghiên cứu công nghệ mới, phân tích, thiết kế ý tưởng và xây dựng sản phẩm mẫu AI cho học sinh du học.
- Phối hợp với Designer để triển khai giao diện trực quan, dễ sử dụng.
- Đánh giá và quản lý chất lượng sản phẩm AI do outsource phát triển, tối ưu thời gian và nhân lực.
- Báo cáo tiến độ công việc thường xuyên tới quản lý.
- Hướng dẫn, đào tạo học sinh cách sử dụng sản phẩm AI trong học tập, giải thích nguyên lý hoạt động cơ bản để các em hiểu và khai thác hiệu quả.
- Đóng vai trò cầu nối giữa đội phát triển và học sinh, ghi nhận phản hồi để cải thiện sản phẩm.

Thu nhập:
- Lịch làm việc linh hoạt theo dự án.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/ai-engineer-1984009-jv?source=searchResults&searchType=2&placement=1984359&sortBy=relevance,AI Engineer,Công Ty TNHH FPT Smart Cloud,"7th Floor, FPT Tower, No. 10 Pham Van Bach Street, Dich Vong Ward, Cau Giay District, Hanoi",20/11/2025,"AI application, AI systems, Data Labeling, Data Processing, NLP",Thương lượng,"Mô tả công việc
FPT Smart Cloud (FCI) – a member of FPT Corporation, pioneers in AI & Cloud solutions in Vietnam. FCI was founded with the mission to generating an immense leap in productivity and agility in business operations.
FPT Smart Cloud aims at leading the industry by focusing on building a firm technological foundation, developing diversified ecosystem products, and reaching global connectivity.
• Customized to specific needs: Providing cloud-based products and solutions customized to each industry.
• All-in-one Platform: Consolidating FPT Smart Cloud technology and diverse business solutions all in one platform. AI & Cloud services are a Unify eco-system.
• Local market leadership: Outstanding Cloud and AI technology infrastructure and platform to help local businesses grow their products and services online.
• Deliver the future: Help customers achieve business outcomes faster by integrating world-class processes and technology.
Key Responsibilities
• Data Processing: Involved in collecting, processing, and cleaning raw data to prepare it for AI model training.
• Data labeling: Participate in intent and entity labeling projects to improve the understanding of AI systems.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/bi-data-solutions-architect-data-platform-1989665-jv?source=searchResults&searchType=2&placement=1990015&sortBy=relevance,BI/ Data Solutions Architect (Data Platform),Công ty cổ phần Khoa học Dữ liệu,"04 Dương Đình Nghệ, HN",04/12/2025,"BigQuery, Phân Tích Nghiệp Vụ, Power BI, Tư Vấn Giải Pháp, Tư Vấn Kỹ Thuật",35tr-70tr ₫/tháng,"Mô tả công việc
Metric.vn là nền tảng tổng hợp và khai thác dữ liệu thông minh, đã đạt product market fit và đang là Top 1 thị trường cung cấp Ecom Data Analytics tại Việt Nam.
SmartBI là dòng sản phẩm chiến lược của Metric, giúp doanh nghiệp tích hợp tập trung các nguồn data rời rạc theo thời gian thực, đưa ra các báo cáo hành động để ra quyết định nhanh và hỗ trợ các module tự động hóa vận hành tăng trưởng (powered by AI).
SmartBI định vị trở thành “Data brain for growth” cho mọi doanh nghiệp, gồm các giải pháp:
- SmartBI for Ads/Marketing (Marketing Intelligence): tích hợp quản lý báo cáo mọi nguồn dữ liệu marketing, quảng cáo; e-commerce, websites. Cho đầu ra là dashboard và các tính năng tự động hóa quảng cáo & marketing;
- SmartBI for Enterprise: tích hợp tập trung mọi data của doanh nghiệp để phục vụ báo cáo (actionable report); tăng trưởng và tự động hóa.
Website sản phẩm: https://smartbi.vn | Công ty: https://metric.vn

Mục tiêu và mô tả công việc
Chúng tôi đang tìm kiếm một chuyên gia Solutions Architect dày dạn kinh nghiệm để đóng vai trò cầu nối chiến lược giữa Công nghệ (Product/Engineering) và Kinh doanh (Business/Sales).
Ngoài hỗ trợ kỹ thuật; bạn là nhân sự chủ chốt chịu trách nhiệm kiến trúc hóa các vấn đề kinh doanh của khách hàng và chuyển hóa thành giải pháp dữ liệu cụ thể trên nền tảng SmartBI. Bạn sẽ trực tiếp dẫn dắt các hoạt động tư vấn kỹ thuật tiền bán hàng (Pre-sales) và định hình các tình huống sử dụng (Use-cases) tiêu chuẩn cho sản phẩm.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/data-engineer-executive-1986889-jv?source=searchResults&searchType=2&placement=1987239&sortBy=relevance,Data Engineer Executive,Công Ty Cổ Phần Chuỗi Thực Phẩm TH,"Số 9, Đào Duy Anh, Phương Liên, Đống Đa, Hà Nội",27/11/2025,"Communication, Hadoop, Python, Spark, SQL",15tr-22tr ₫/tháng,"Mô tả công việc
• Thiết kế, xây dựng và tối ưu hệ thống xử lý dữ liệu của tập đoàn
• Phối hợp với nội bộ team Data tích hợp các dữ liệu phục vụ cho việc xây dựng và phân tích các báo cáo theo yêu cầu của Ban Lãnh Đạo
• Quản lý hệ thống đảm bảo vận hành ổn định, đảm bảo chất lượng dữ liệu
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp Đại học ngành CNTT, Toán -Tin, Khoa học máy tính hoặc các ngành có liên quan.
• Tối thiểu 1,5 năm kinh nghiệm ở vị trí Data Engineer, ưu tiên có kinh nghiệm với Azure, Fabric.
• Thành thạo ngôn ngữ SQL, Python.
• Có kinh nghiệm làm việc với hệ sinh thái Hadoop, Spark,...
• Làm việc tốt trên các hệ CSDL SQL, NoSQL.
• Có kinh nghiệm dưới vai trò AI Engineer là một lợi thế.
• Kỹ năng giao tiếp, tư duy logic tốt.
• Đọc hiểu tài liệu tiếng Anh chuyên ngành.","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp Đại học ngành CNTT, Toán -Tin, Khoa học máy tính hoặc các ngành có liên quan.
• Tối thiểu 1,5 năm kinh nghiệm ở vị trí Data Engineer, ưu tiên có kinh nghiệm với Azure, Fabric.
• Thành thạo ngôn ngữ SQL, Python.
• Có kinh nghiệm làm việc với hệ sinh thái Hadoop, Spark,...
• Làm việc tốt trên các hệ CSDL SQL, NoSQL.
• Có kinh nghiệm dưới vai trò AI Engineer là một lợi thế.
• Kỹ năng giao tiếp, tư duy logic tốt.
• Đọc hiểu tài liệu tiếng Anh chuyên ngành.",Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/senior-solutions-consultant-1983099-jv?source=searchResults&searchType=2&placement=1983449&sortBy=relevance,,,,,,,,,
data_analyst,https://www.vietnamworks.com/ky-su-bao-mat-ml-du-lieu-lam-viec-tu-xa-remote-1994017-jv?source=searchResults&searchType=2&placement=1994367&sortBy=relevance,Kỹ Sư Bảo Mật / ML / Dữ Liệu Làm Việc Từ Xa / Remote,Ebit,"Hà Nội, Hanoi, Vietnam",17/12/2025,"System Engineer, Security, Data Engineering, DevOps, Machine Learning","$ 4,400-4,400 /tháng","Mô tả công việc
ABOUT THE PROJECT

The Terminal Bench Project evaluates and improves how Large Language Models (LLMs) such as ChatGPT and Claude perform in real-world developer environments (terminal-based workflows).

This is not a simple labeling job. Your role is to create practical, real-world development tasks that test whether an AI model can solve problems like an actual developer.

You will design terminal-style developer challenges (Prompts) and write detailed solutions (Solutions) that demonstrate the correct reasoning and steps.




WHAT YOU WILL DO

- Create realistic terminal-based development problems (Prompts)",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/prompt-engineer-ai-editor-1993685-jv?source=searchResults&searchType=2&placement=1994035&sortBy=relevance,Prompt Engineer / AI Editor,Công Ty TNHH Vietcetera,"Hồ Chí Minh, Vietnam",17/12/2025,"LLM prompting, AI Prompt Engineering, Product Writing, Editing, English",Thương lượng,"Mô tả công việc
Vietcetera is seeking a Prompt Engineer / AI Editor to design, refine, and operationalize AI-powered tools across vietcetera.com. You will be responsible for crafting high-quality prompts, training AI workflows, evaluating outputs, and collaborating with engineering and data teams to integrate AI capabilities into real products.

This role sits at the intersection of language, logic, and technology — ideal for someone who understands both editorial quality and the mechanics of LLMs. Your work will directly influence how Vietcetera uses AI for search, content intelligence, audience engagement, and internal productivity tools.

Key Responsibilities
1. Prompt Engineering & LLM Workflow Design
• Design, test, and refine prompts for tasks such as summarization, sentiment extraction, categorisation, Q&A, content mapping, and SEO enhancement.
• Build structured prompt chains and prompt templates for reusable workflows.
• Optimize prompts for accuracy, consistency, and reduced hallucination.

2. AI Tool Development for Vietcetera.com
• Collaborate with Product + Engineering to develop AI-powered features such as:",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/ky-su-ai-cv-1985128-jv?source=searchResults&searchType=2&placement=1985478&sortBy=relevance,Kỹ Sư AI CV,Tập Đoàn Bưu Chính Viễn Thông Việt Nam (VNPT),"57 Phố Huỳnh Thúc Kháng, Láng Hạ, Đống Đa, Hà Nội, Việt Nam",24/11/2025,"Coding Experience, Deep Learning, ESS Tools, Deep Learning, Deep Learning",200tr-500tr ₫/năm,"Mô tả công việc
Các nhiệm vụ chính:
• Phát triển các mô hình AI trong lĩnh vực Thị giác máy tính như nhận dạng khuôn mặt, phát hiện đối tượng, nhận dạng hành động, OCR, tóm tắt video ….
• Đóng gói và tối ưu các model AI cho các sản phẩm, dịch vụ của VNPT trong lĩnh vực Truyền hình, Tài chính, dịch vụ số.
• Phối hợp với các bên liên quan để tạo ra các sản phẩm AI có tác động lớn tới xã hội.
• Tìm hiểu các quy trình làm việc để có thể triển khai ứng dụng AI vào các use case cụ thể của VNPT
Các nhiệm vụ khác:
• Các nhiệm vụ khác theo chỉ đạo của Ban Lãnh đạo và Trưởng Bộ phận.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
- Tốt nghiệp Đại học nhóm chuyên ngành máy tính và CNTT phù hợp với vị trí công việc hoặc nhóm chuyên ngành khác CNTT nhưng học từ 80 tín chỉ CNTT trở lên trong thời gian học Đại học.
- Có kiến thức/Kinh nghiệm về Machine Learning, Deep Learning.
- Có kinh nghiệm làm việc với các bộ công cụ AI như: Tensoflow; Keras; Scikit; DL4J; OpenCV; YOLO,….
- Nắm chắc kiến thức nền tảng về các công nghệ đã được học tại trường, đặc biệt nắm chắc kiến thức nền tảng về Xác suất thống kê, Đại số và Giải tích.","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
- Tốt nghiệp Đại học nhóm chuyên ngành máy tính và CNTT phù hợp với vị trí công việc hoặc nhóm chuyên ngành khác CNTT nhưng học từ 80 tín chỉ CNTT trở lên trong thời gian học Đại học.
- Có kiến thức/Kinh nghiệm về Machine Learning, Deep Learning.
- Có kinh nghiệm làm việc với các bộ công cụ AI như: Tensoflow; Keras; Scikit; DL4J; OpenCV; YOLO,….
- Nắm chắc kiến thức nền tảng về các công nghệ đã được học tại trường, đặc biệt nắm chắc kiến thức nền tảng về Xác suất thống kê, Đại số và Giải tích.",Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/ai-engineer-juniormiddle-1990558-jv?source=searchResults&searchType=2&placement=1990908&sortBy=relevance,AI Engineer (Junior/Middle),K&M Holdings,"33 Mạc Thái Tổ, Cầu Giấy, Hà Nội",08/12/2025,"Communication, Graphi, Python, Open-Source Llms, ASRS",20tr-30tr ₫/tháng,"Mô tả công việc
• Tham gia vào nghiên cứu, phát triển hệ thống AI bot (chatbot & voicebot) phục vụ cho các doanh nghiệp vừa và nhỏ (SME) lẫn quy mô doanh nghiệp lớn (Enterprise)
• Tham gia vào việc phát triển sản phẩm AI agent chủ chốt
• Tham gia vào việc huấn luyện, fine-tune các model LLM riêng của công ty.
Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học ngành Công nghệ Thông tin, Khoa học Máy tính, AI, Toán Tin hoặc lĩnh vực liên quan.
• Từ 1 năm kinh nghiệm tại vị trí tương đương
• Thành thạo technical skills:
- Python là bắt buộc
- Langgraph, Langchain / ADK (Agent development kit)
- Open-source LLMs (Qwen, OpenAI OSS, xAI, PhoGPT...)
- ASR (Riva, Nemo...)
- Text-to-speech
- Ưu tiên đã có kinh nghiệm về Docker, Docker compose, MLOps.
- Kỹ năng làm việc độc lập trong startup lean, giao tiếp tốt, thái độ cầu tiến, ham học hỏi và ham chia sẻ","Yêu cầu công việc
Mức độ phù hợp và xếp hạng của bạn so với ứng viên khác như thế nào?
• Tốt nghiệp đại học ngành Công nghệ Thông tin, Khoa học Máy tính, AI, Toán Tin hoặc lĩnh vực liên quan.
• Từ 1 năm kinh nghiệm tại vị trí tương đương
• Thành thạo technical skills:
- Python là bắt buộc
- Langgraph, Langchain / ADK (Agent development kit)
- Open-source LLMs (Qwen, OpenAI OSS, xAI, PhoGPT...)
- ASR (Riva, Nemo...)
- Text-to-speech
- Ưu tiên đã có kinh nghiệm về Docker, Docker compose, MLOps.
- Kỹ năng làm việc độc lập trong startup lean, giao tiếp tốt, thái độ cầu tiến, ham học hỏi và ham chia sẻ",Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/python-engineer-odoo-1993176-jv?source=searchResults&searchType=2&placement=1993526&sortBy=relevance,Python Engineer (Odoo),Công Ty TNHH Geniebook Vietnam,"Cao ốc văn phòng Vimedimex, 246 Cống Quỳnh, Phường Phạm Ngũ Lão, Quận 1, Thành phố Hồ Chí Minh",16/12/2025,"English, Odoo Development, Python, JavaScript, HTML5",Thương lượng,"Mô tả công việc
Loved by over 220,000 users, Geniebook is Singapore’s largest online learning platform for English, Mathematics and Science (EMS) syllabi, with Chinese being our newest subject offering. From AI-personalised worksheets to live classes and teacher chats, we are a powerful suite of complementary learning products designed to help students accelerate their academic performance. We’re looking out for amazing global talents to scale Geniebook exponentially across Southeast Asia, and we have many exciting roles opening up across a wide range of functions.
So join us today to inspire a new generation of learners and help even more students learn smarter and do better!
As an Odoo Developer, you will lead and actively participate in development projects for our product, while being involved in all development-related aspects of our technical operations.

Responsibilities:
● Identify requirements and propose effective alternative solutions to meet business needs.
● Collaborate with Business Analysis, System Analysis, and Product Owner to design and develop Odoo apps, including new module development and customization.
● Develop applications and features that have a direct impact on everyday operations.
● Design, develop, and test Odoo (Enterprise version) modules, projects, products, and interfaces.
● Maintain existing modules and ensure comprehensive documentation for all tasks performed.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/nhan-vien-thuong-mai-djien-tu-1985266-jv?source=searchResults&searchType=2&placement=1985616&sortBy=relevance,Nhân viên thương mại điện tử,Công ty Cổ phần Tập đoàn Golden Gate,Tầng 6 - Tòa nhà Toyota Thanh Xuân - 315 Trường Chinh - Q. Thanh Xuân - Hà Nội,24/11/2025,"Chăm Sóc Khách Hàng, Marketing Online, Quản Lý Đơn Hàng, Seo/Sem, Thương Mại Điện Tử",Thương lượng,"Mô tả công việc
I. VAI TRÒ, MỤC TIÊU VỊ TRÍ
Thực hiện các hoạt động vận hành, phát triển và tối ưu kênh thương mại điện tử của Công ty bao gồm các sàn thương mại điện tử, website, kênh social commerce… Tối ưu trải nghiệm khách hàng, quy trình xử lý đơn hàng. Hỗ trợ triển khai chương trình bán hàng, ra mắt sản phẩm và khuyến mại. Đảm bảo tăng trưởng, nhận diện thương hiệu, doanh số và thị phần online theo mục tiêu doanh nghiệp.
II. NHIỆM VỤ CHÍNH
1. Quản lý và vận hành gian hàng: Quản lý các gian hàng trên sàn TMĐT; Đăng tải, cập nhật sản phẩm, hình ảnh, giá bán, tồn kho, chính sách vận chuyển; Đảm bảo gian hàng hoạt động ổn định, không vi phạm quy định của sàn.
2. Tối ưu nội dung và quảng cáo: Tối ưu hình ảnh, tiêu đề, từ khóa, mô tả sản phẩm (SEO/SEM) để tăng hiển thị và tỷ lệ chuyển đổi; Phối hợp Marketing triển khai các chiến dịch quảng cáo (Flash sale, KOL/KOC, Livestream…); Theo dõi hiệu quả quảng cáo, ngân sách và đề xuất cải thiện hiệu suất.
3. Quản lý đơn hàng và chăm sóc khách hàng: Theo dõi, xử lý, xác nhận đơn hàng; Phối hợp kho và vận hành để giao hàng đúng tiến độ; Quản lý đơn hàng, hoàn hủy, phản hồi khách hàng và xử lý khiếu nại trên sàn; Duy trì tỷ lệ phản hồi tin nhắn và đánh giá tích cực của khách hàng.
4. Báo cáo và phân tích: Lập báo cáo bán hàng định kỳ (tuần/tháng), theo dõi doanh số, chi phí quảng cáo, tỷ lệ chuyển đổi; Phân tích dữ liệu hành vi khách hàng, đánh giá sản phẩm bán chạy, xu hướng tiêu dùng và đề xuất cải tiến.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/senior-data-engineer--1990237-jv?source=searchResults&searchType=2&placement=1990587&sortBy=relevance,Senior Data Engineer,Công Ty Tài Chính TNHH Ngân Hàng TMCP Sài Gòn - Hà Nội (Shbfinance),"Gelex Tower, 52 Phố Lê Đại Hành, Lê Đại Hành, Quận Hai Bà Trưng, Hà Nội, Việt Nam",05/12/2025,"Big Data, Data Warehouse, Data Mart, Data Engineer, Data Lake",Thương lượng,"Mô tả công việc
Mục tiêu công việc:
• Tham gia xây dựng và phát triển hệ sinh thái dữ liệu, đảm bảo việc khai thác và vận hành dữ liệu hiệu quả, ổn định và phù hợp với chiến lược kinh doanh – công nghệ của công ty.
• Đồng hành cùng các phòng ban để đưa ra giải pháp dữ liệu sáng tạo, góp phần thúc đẩy chuyển đổi số và ra quyết định dựa trên dữ liệu (data-driven).

Nhiệm vụ chính:
• Thiết kế & phát triển hệ thống dữ liệu: Xây dựng kiến trúc Data Warehouse, Data Lake, Data Mart; tối ưu hóa hiệu năng và tính mở rộng.
• Xây dựng luồng dữ liệu (ETL/ELT): Thu thập, xử lý, làm sạch và tích hợp dữ liệu từ nhiều hệ thống (LMS, LOS, CRM, CSS…) vào kho dữ liệu tập trung.
• Quản trị & tối ưu: Giám sát hiệu suất lưu trữ – xử lý dữ liệu, đưa ra giải pháp cải thiện hạ tầng, giảm chi phí và nâng cao hiệu quả.
• Đề xuất & triển khai công nghệ mới: Nghiên cứu, áp dụng công nghệ/kiến trúc dữ liệu tiên tiến, phù hợp với đặc thù hoạt động của công ty.
• Hỗ trợ & hợp tác: Phối hợp chặt chẽ với các phòng ban, cung cấp giải pháp và dữ liệu phục vụ phân tích, báo cáo và chiến lược kinh doanh.
• Cải tiến liên tục: Đề xuất giải pháp nâng cao chất lượng sản phẩm dữ liệu, giảm lỗi, gia tăng trải nghiệm của người dùng nội bộ và đối tác.",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/data-engineer-juniors-1992600-jv?source=searchResults&searchType=2&placement=1992950&sortBy=relevance,Data Engineer - Juniors,Công Ty TNHH Outcubator Việt Nam,"To Ngoc Van, Hanoi, Vietnam",12/12/2025,"Python Programming, SQL Server, Data Modeling, ETL, English Communication, SQL Server",Thương lượng,"Mô tả công việc
Your Daily Work:
• Design and build data pipelines that process millions of transactions daily
• Develop ETL/ELT workflows using tools like Airflow, Flink, Kafka, and DBT
• Build and optimize data warehouses and data lakes (lakehouse architecture)
• Work with distributed query engines to enable fast analytics at scale
• Create data models that support business intelligence and analytics
• Implement data quality checks and monitoring systems
• Build data visualization dashboards and reporting tools
• Collaborate with data scientists, analysts, and business teams to understand data needs
• Optimize database performance and query efficiency
What You'll Learn:
• Hands-on experience building production data pipelines end-to-end
• Work with modern data stack: warehouses, lakes, and lakehouse architectures
• Master big data technologies and distributed systems
• Learn best practices in data modeling, schema design, and optimization
• Understand how to build scalable, reliable data infrastructure
• Work in an international environment with global standards
• How to turn raw data into actionable business insights",,Công Nghệ Thông Tin/Viễn Thông
data_analyst,https://www.vietnamworks.com/chuyen-vien-tu-djong-hoa-ai-1988749-jv?source=searchResults&searchType=2&placement=1989099&sortBy=relevance,"Chuyên Viên Tự Động Hóa, AI",Công Ty Cổ Phần Elmich,"Tầng 17, tòa nhà 319 BQP, Số 63 Lê Văn Lương, Phường Trung Hòa, Cầu Giấy, Hà Nội.",02/12/2025,"AI, AI, Phân Tích Nghiệp Vụ, RPA, Tự Động Hóa, UIPath",20tr-25tr ₫/tháng,"Mô tả công việc
1. Phân tích & tối ưu quy trình để tự động hóa
- Thu thập yêu cầu từ các phòng ban, phân tích nghiệp vụ để xác định các quy trình tiềm năng có thể áp dụng RPA/AI.
- Thực hiện khảo sát “As-Is”, mô hình hóa quy trình bằng BPMN/Lưu đồ, đề xuất phiên bản “To-Be” tối ưu.
- Đánh giá tính khả thi, mức độ tự động hóa, chi phí – lợi ích, rủi ro và tác động vận hành.

2. Thiết kế & triển khai giải pháp RPA
- Phối hợp với Developer RPA để thiết kế, xây dựng và vận hành bot trên các nền tảng như UiPath, Power Automate, Automation Anywhere…
- Xây dựng tài liệu URD, BRD, SRS cho từng giải pháp tự động hóa.
- Kiểm thử (UT, SIT, UAT) và đánh giá chất lượng bot.
- Giám sát, xử lý lỗi và tối ưu bot trong quá trình vận hành.

3. Ứng dụng AI & tích hợp hệ thống
- Đề xuất và triển khai các ứng dụng AI vào nghiệp vụ như:
- Chatbot hỗ trợ CSKH
- Phân loại đơn hàng
- Nhận diện lỗi sản phẩm (AI Vision)",,Công Nghệ Thông Tin/Viễn Thông
